Федеральный округ,Область,Населённый пункт,Зона влажности,Субъект РФ,,Источник: https://bim-proektstroy.ru/%D0%BE%D0%BD%D0%BB%D0%B0%D0%B9%D0%BD-%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D1%87%D0%BD%D0%B8%D0%BA-%D0%B7%D0%BE%D0%BD-%D0%B2%D0%BB%D0%B0%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D0%B8-%D0%BF%D0%BE-%D1%80%D0%B5/
Южный,Волгоградская область,Волгоград,влажная,Волгоградская область,,
Южный,Волгоградская область,Волжский,влажная,Волгоградская область,,
Южный,Волгоградская область,Дубовка,влажная,Волгоградская область,,
Южный,Волгоградская область,Жирновск,влажная,Волгоградская область,,
Южный,Волгоградская область,Калач-на-Дону,влажная,Волгоградская область,,
Южный,Волгоградская область,Камышин,влажная,Волгоградская область,,
Южный,Волгоградская область,Котельниково,влажная,Волгоградская область,,
Южный,Волгоградская область,Котово,влажная,Волгоградская область,,
Южный,Волгоградская область,Краснослободск,влажная,Волгоградская область,,
Южный,Волгоградская область,Ленинск,влажная,Волгоградская область,,
Южный,Волгоградская область,Михайловка,влажная,Волгоградская область,,
Южный,Волгоградская область,Николаевск,влажная,Волгоградская область,,
Южный,Волгоградская область,Новоаннинский,влажная,Волгоградская область,,
Южный,Волгоградская область,Палласовка,влажная,Волгоградская область,,
Южный,Волгоградская область,Петров Вал,влажная,Волгоградская область,,
Южный,Волгоградская область,Серафимович,влажная,Волгоградская область,,
Южный,Волгоградская область,Суровикино,влажная,Волгоградская область,,
Южный,Волгоградская область,Урюпинск,влажная,Волгоградская область,,
Южный,Волгоградская область,Фролово,влажная,Волгоградская область,,
Южный,Краснодарский край,Абинск,влажная,Краснодарский край,,
Южный,Краснодарский край,Анапа,влажная,Краснодарский край,,
Южный,Краснодарский край,Апшеронск,влажная,Краснодарский край,,
Южный,Краснодарский край,Армавир,влажная,Краснодарский край,,
Южный,Краснодарский край,Белореченск,влажная,Краснодарский край,,
Южный,Краснодарский край,Геленджик,влажная,Краснодарский край,,
Южный,Краснодарский край,Горячий Ключ,влажная,Краснодарский край,,
Южный,Краснодарский край,Гулькевичи,влажная,Краснодарский край,,
Южный,Краснодарский край,Ейск,влажная,Краснодарский край,,
Южный,Краснодарский край,Кореновск,влажная,Краснодарский край,,
Южный,Краснодарский край,Краснодар,влажная,Краснодарский край,,
Южный,Краснодарский край,Кропоткин,влажная,Краснодарский край,,
Южный,Краснодарский край,Крымск,влажная,Краснодарский край,,
Южный,Краснодарский край,Курганинск,влажная,Краснодарский край,,
Южный,Краснодарский край,Лабинск,влажная,Краснодарский край,,
Южный,Краснодарский край,Новокубанск,влажная,Краснодарский край,,
Южный,Краснодарский край,Новороссийск,влажная,Краснодарский край,,
Южный,Краснодарский край,Приморско-Ахтарск,влажная,Краснодарский край,,
Южный,Краснодарский край,Славянск-на-Кубани,влажная,Краснодарский край,,
Южный,Краснодарский край,Сочи,влажная,Краснодарский край,,
Южный,Краснодарский край,Темрюк,влажная,Краснодарский край,,
Южный,Краснодарский край,Тимашёвск,влажная,Краснодарский край,,
Южный,Краснодарский край,Тихорецк,влажная,Краснодарский край,,
Южный,Краснодарский край,Туапсе,влажная,Краснодарский край,,
Южный,Краснодарский край,Усть-Лабинск,влажная,Краснодарский край,,
Южный,Краснодарский край,Хадыженск,влажная,Краснодарский край,,
Южный,Республика Адыгея,Адыгейск,влажная,Республика Адыгея (Адыгея),,
Южный,Республика Адыгея,Майкоп,влажная,Республика Адыгея (Адыгея),,
Южный,Республика Калмыкия,Городовиковск,нормальная,Республика Калмыкия,,
Южный,Республика Калмыкия,Лагань,нормальная,Республика Калмыкия,,
Южный,Республика Калмыкия,Элиста,нормальная,Республика Калмыкия,,
Южный,Ростовская область,Азов,сухая,Ростовская область,,
Южный,Ростовская область,Аксай,сухая,Ростовская область,,
Южный,Ростовская область,Батайск,сухая,Ростовская область,,
Южный,Ростовская область,Белая Калитва,сухая,Ростовская область,,
Южный,Ростовская область,Волгодонск,сухая,Ростовская область,,
Южный,Ростовская область,Гуково,сухая,Ростовская область,,
Южный,Ростовская область,Донецк,сухая,Ростовская область,,
Южный,Ростовская область,Зверево,сухая,Ростовская область,,
Южный,Ростовская область,Зерноград,сухая,Ростовская область,,
Южный,Ростовская область,Каменск-Шахтинский,сухая,Ростовская область,,
Южный,Ростовская область,Константиновск,сухая,Ростовская область,,
Южный,Ростовская область,Миллерово,сухая,Ростовская область,,
Южный,Ростовская область,Морозовск,сухая,Ростовская область,,
Южный,Ростовская область,Новочеркасск,сухая,Ростовская область,,
Южный,Ростовская область,Новошахтинск,сухая,Ростовская область,,
Южный,Ростовская область,Пролетарск,сухая,Ростовская область,,
Южный,Ростовская область,Ростов-на-Дону,сухая,Ростовская область,,
Южный,Ростовская область,Сальск,сухая,Ростовская область,,
Южный,Ростовская область,Семикаракорск,сухая,Ростовская область,,
Южный,Ростовская область,Красный Сулин,сухая,Ростовская область,,
Южный,Ростовская область,Таганрог,сухая,Ростовская область,,
Южный,Ростовская область,Цимлянск,сухая,Ростовская область,,
Южный,Ростовская область,Шахты,сухая,Ростовская область,,
Приволжский,Кировская область,Белая Холуница,нормальная,Кировская область,,
Приволжский,Кировская область,Вятские Поляны,нормальная,Кировская область,,
Приволжский,Кировская область,Зуевка,нормальная,Кировская область,,
Приволжский,Кировская область,Киров,нормальная,Кировская область,,
Приволжский,Кировская область,Кирово-Чепецк,нормальная,Кировская область,,
Приволжский,Кировская область,Кирс,нормальная,Кировская область,,
Приволжский,Кировская область,Котельнич,нормальная,Кировская область,,
Приволжский,Кировская область,Луза,нормальная,Кировская область,,
Приволжский,Кировская область,Малмыж,нормальная,Кировская область,,
Приволжский,Кировская область,Мураши,нормальная,Кировская область,,
Приволжский,Кировская область,Нолинск,нормальная,Кировская область,,
Приволжский,Кировская область,Омутнинск,нормальная,Кировская область,,
Приволжский,Кировская область,Орлов,нормальная,Кировская область,,
Приволжский,Кировская область,Слободской,нормальная,Кировская область,,
Приволжский,Кировская область,Советск,нормальная,Кировская область,,
Приволжский,Кировская область,Сосновка,нормальная,Кировская область,,
Приволжский,Кировская область,Уржум,нормальная,Кировская область,,
Приволжский,Кировская область,Яранск,нормальная,Кировская область,,
Приволжский,Нижегородская область,Арзамас,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Балахна,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Богородск,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Бор,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Ветлуга,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Володарск,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Ворсма,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Выкса,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Горбатов,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Городец,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Дзержинск,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Заволжье,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Княгинино,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Кстово,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Кулебаки,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Лукоянов,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Лысково,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Навашино,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Нижний Новгород,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Павлово,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Первомайск,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Перевоз,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Саров,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Семёнов,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Сергач,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Урень,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Чкаловск,сухая,Нижегородская область,,
Приволжский,Нижегородская область,Шахунья,сухая,Нижегородская область,,
Приволжский,Оренбургская область,Абдулино,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Бугуруслан,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Бузулук,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Гай,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Кувандык,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Медногорск,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Новотроицк,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Оренбург,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Орск,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Соль-Илецк,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Сорочинск,сухая,Оренбургская область,,
Приволжский,Оренбургская область,Ясный,сухая,Оренбургская область,,
Приволжский,Пензенская область,Белинский,сухая,Пензенская область,,
Приволжский,Пензенская область,Городище,сухая,Пензенская область,,
Приволжский,Пензенская область,Заречный,сухая,Пензенская область,,
Приволжский,Пензенская область,Каменка,сухая,Пензенская область,,
Приволжский,Пензенская область,Кузнецк,сухая,Пензенская область,,
Приволжский,Пензенская область,Нижний Ломов,сухая,Пензенская область,,
Приволжский,Пензенская область,Никольск,сухая,Пензенская область,,
Приволжский,Пензенская область,Пенза,сухая,Пензенская область,,
Приволжский,Пензенская область,Сердобск,сухая,Пензенская область,,
Приволжский,Пензенская область,Спасск,сухая,Пензенская область,,
Приволжский,Пензенская область,Сурск,сухая,Пензенская область,,
Приволжский,Пермский край,Александровск,сухая,Пермский край,,
Приволжский,Пермский край,Березники,сухая,Пермский край,,
Приволжский,Пермский край,Верещагино,сухая,Пермский край,,
Приволжский,Пермский край,Горнозаводск,сухая,Пермский край,,
Приволжский,Пермский край,Гремячинск,сухая,Пермский край,,
Приволжский,Пермский край,Губаха,сухая,Пермский край,,
Приволжский,Пермский край,Добрянка,сухая,Пермский край,,
Приволжский,Пермский край,Кизел,сухая,Пермский край,,
Приволжский,Пермский край,Красновишерск,сухая,Пермский край,,
Приволжский,Пермский край,Краснокамск,сухая,Пермский край,,
Приволжский,Пермский край,Кудымкар,сухая,Пермский край,,
Приволжский,Пермский край,Кунгур,сухая,Пермский край,,
Приволжский,Пермский край,Лысьва,сухая,Пермский край,,
Приволжский,Пермский край,Нытва,сухая,Пермский край,,
Приволжский,Пермский край,Оса,сухая,Пермский край,,
Приволжский,Пермский край,Оханск,сухая,Пермский край,,
Приволжский,Пермский край,Очёр,сухая,Пермский край,,
Приволжский,Пермский край,Пермь,сухая,Пермский край,,
Приволжский,Пермский край,Соликамск,сухая,Пермский край,,
Приволжский,Пермский край,Усолье,сухая,Пермский край,,
Приволжский,Пермский край,Чайковский,сухая,Пермский край,,
Приволжский,Пермский край,Чердынь,сухая,Пермский край,,
Приволжский,Пермский край,Чёрмоз,сухая,Пермский край,,
Приволжский,Пермский край,Чернушка,сухая,Пермский край,,
Приволжский,Пермский край,Чусовой,сухая,Пермский край,,
Приволжский,Республика Башкортостан,Агидель,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Баймак,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Белебей,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Белорецк,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Бирск,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Благовещенск,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Давлеканово,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Дюртюли,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Ишимбай,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Кумертау,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Межгорье,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Мелеуз,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Нефтекамск,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Октябрьский,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Приютово,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Салават,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Сибай,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Стерлитамак,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Туймазы,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Уфа,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Учалы,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Чишмы,сухая,Республика Башкортостан,,
Приволжский,Республика Башкортостан,Янаул,сухая,Республика Башкортостан,,
Приволжский,Республика Марий Эл,Акшубино,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Апшакбеляк,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Данилово,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Йошкар-Ола,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Игнатьево,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Кельмаково,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Нолька,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Савино,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Семёновка,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Шоя-Кузнецово,сухая,Республика Марий Эл,,
Приволжский,Республика Марий Эл,Якимово,сухая,Республика Марий Эл,,
Приволжский,Республика Мордовия,Ардатов,сухая,Республика Мордовия,,
Приволжский,Республика Мордовия,Инсар,сухая,Республика Мордовия,,
Приволжский,Республика Мордовия,Ковылкино,сухая,Республика Мордовия,,
Приволжский,Республика Мордовия,Краснослободск,сухая,Республика Мордовия,,
Приволжский,Республика Мордовия,Рузаевка,сухая,Республика Мордовия,,
Приволжский,Республика Мордовия,Саранск,сухая,Республика Мордовия,,
Приволжский,Республика Мордовия,Темников,сухая,Республика Мордовия,,
Приволжский,Республика Татарстан,Агрыз,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Азнакаево,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Альметьевск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Арск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Бавлы,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Болгар,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Бугульма,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Буинск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Елабуга,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Заинск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Зеленодольск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Иннополис,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Казань,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Кукмор,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Лаишево,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Лениногорск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Мамадыш,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Менделеевск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Мензелинск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Набережные Челны,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Нижнекамск,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Нурлат,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Тетюши,сухая,Республика Татарстан,,
Приволжский,Республика Татарстан,Чистополь,сухая,Республика Татарстан,,
Приволжский,Самарская область,Жигулёвск,сухая,Самарская область,,
Приволжский,Самарская область,Кинель,сухая,Самарская область,,
Приволжский,Самарская область,Нефтегорск,сухая,Самарская область,,
Приволжский,Самарская область,Новокуйбышевск,сухая,Самарская область,,
Приволжский,Самарская область,Октябрьск,сухая,Самарская область,,
Приволжский,Самарская область,Отрадный,сухая,Самарская область,,
Приволжский,Самарская область,Похвистнево,сухая,Самарская область,,
Приволжский,Самарская область,Самара,сухая,Самарская область,,
Приволжский,Самарская область,Сызрань,сухая,Самарская область,,
Приволжский,Самарская область,Тольятти,сухая,Самарская область,,
Приволжский,Самарская область,Чапаевск,сухая,Самарская область,,
Приволжский,Саратовская область,Аркадак,сухая,Саратовская область,,
Приволжский,Саратовская область,Аткарск,сухая,Саратовская область,,
Приволжский,Саратовская область,Балаково,сухая,Саратовская область,,
Приволжский,Саратовская область,Балашов,сухая,Саратовская область,,
Приволжский,Саратовская область,Вольск,сухая,Саратовская область,,
Приволжский,Саратовская область,Ершов,сухая,Саратовская область,,
Приволжский,Саратовская область,Калининск,сухая,Саратовская область,,
Приволжский,Саратовская область,Красноармейск,сухая,Саратовская область,,
Приволжский,Саратовская область,Красный Кут,сухая,Саратовская область,,
Приволжский,Саратовская область,Маркс,сухая,Саратовская область,,
Приволжский,Саратовская область,Новоузенск,сухая,Саратовская область,,
Приволжский,Саратовская область,Петровск,сухая,Саратовская область,,
Приволжский,Саратовская область,Пугачёв,сухая,Саратовская область,,
Приволжский,Саратовская область,Ртищево,сухая,Саратовская область,,
Приволжский,Саратовская область,Саратов,сухая,Саратовская область,,
Приволжский,Саратовская область,Хвалынск,сухая,Саратовская область,,
Приволжский,Саратовская область,Шиханы,сухая,Саратовская область,,
Приволжский,Саратовская область,Энгельс,сухая,Саратовская область,,
Приволжский,Удмуртская Республика,Воткинск,сухая,Удмуртская Республика,,
Приволжский,Удмуртская Республика,Глазов,сухая,Удмуртская Республика,,
Приволжский,Удмуртская Республика,Ижевск,сухая,Удмуртская Республика,,
Приволжский,Удмуртская Республика,,сухая,Удмуртская Республика,,
Приволжский,Удмуртская Республика,Камбарка,сухая,Удмуртская Республика,,
Приволжский,Удмуртская Республика,Можга,сухая,Удмуртская Республика,,
Приволжский,Удмуртская Республика,Сарапул,сухая,Удмуртская Республика,,
Приволжский,Ульяновская область,Барыш,сухая,Ульяновская область,,
Приволжский,Ульяновская область,Димитровград,сухая,Ульяновская область,,
Приволжский,Ульяновская область,Инза,сухая,Ульяновская область,,
Приволжский,Ульяновская область,Новоульяновск,сухая,Ульяновская область,,
Приволжский,Ульяновская область,Сенгилей,сухая,Ульяновская область,,
Приволжский,Ульяновская область,Ульяновск,сухая,Ульяновская область,,
Приволжский,Чувашская Республика - Чувашия,Чебоксары,сухая,Чувашская Республика - Чувашия,,
Приволжский,Чувашская Республика - Чувашия,Новочебоксарск,сухая,Чувашская Республика - Чувашия,,
Приволжский,Чувашская Республика - Чувашия,Алатырь,сухая,Чувашская Республика - Чувашия,,
Приволжский,Чувашская Республика - Чувашия,Канаш,сухая,Чувашская Республика - Чувашия,,
Приволжский,Чувашская Республика - Чувашия,Козловка,сухая,Чувашская Республика - Чувашия,,
Приволжский,Чувашская Республика - Чувашия,Мариинский Посад,сухая,Чувашская Республика - Чувашия,,
Приволжский,Чувашская Республика - Чувашия,Цивильск,сухая,Чувашская Республика - Чувашия,,
Приволжский,Чувашская Республика - Чувашия,Шумерля,сухая,Чувашская Республика - Чувашия,,
Приволжский,Чувашская Республика - Чувашия,Ядрин,сухая,Чувашская Республика - Чувашия,,
Уральский,Ямало-Ненецкий автономный округ,Губкинский,нормальная,Ямало-Ненецкий автономный округ,,
Уральский,Ямало-Ненецкий автономный округ,Лабытнанги,нормальная,Ямало-Ненецкий автономный округ,,
Уральский,Ямало-Ненецкий автономный округ,Муравленко,нормальная,Ямало-Ненецкий автономный округ,,
Уральский,Ямало-Ненецкий автономный округ,Надым,нормальная,Ямало-Ненецкий автономный округ,,
Уральский,Ямало-Ненецкий автономный округ,Новый Уренгой,нормальная,Ямало-Ненецкий автономный округ,,
Уральский,Ямало-Ненецкий автономный округ,Ноябрьск,нормальная,Ямало-Ненецкий автономный округ,,
Уральский,Ямало-Ненецкий автономный округ,Салехард,нормальная,Ямало-Ненецкий автономный округ,,
Уральский,Ямало-Ненецкий автономный округ,Тарко-Сале,нормальная,Ямало-Ненецкий автономный округ,,
Уральский,Ханты-Мансийский автономный округ,Белоярский,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Когалым,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Лангепас,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Лянтор,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Мегион,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Нефтеюганск,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Нижневартовск,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Нягань,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Покачи,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Пыть-Ях,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Радужный,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Советский,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Сургут,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Урай,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Ханты-Мансийск,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Ханты-Мансийский автономный округ,Югорск,нормальная,Ханты-Мансийский автономный округ - Югра,,
Уральский,Челябинская область,Аша,сухая,Челябинская область,,
Уральский,Челябинская область,Бакал,сухая,Челябинская область,,
Уральский,Челябинская область,Верхнеуральск,сухая,Челябинская область,,
Уральский,Челябинская область,Верхний Уфалей,сухая,Челябинская область,,
Уральский,Челябинская область,Еманжелинск,сухая,Челябинская область,,
Уральский,Челябинская область,Златоуст,сухая,Челябинская область,,
Уральский,Челябинская область,Карабаш,сухая,Челябинская область,,
Уральский,Челябинская область,Карталы,сухая,Челябинская область,,
Уральский,Челябинская область,Касли,сухая,Челябинская область,,
Уральский,Челябинская область,Катав-Ивановск,сухая,Челябинская область,,
Уральский,Челябинская область,Копейск,сухая,Челябинская область,,
Уральский,Челябинская область,Коркино,сухая,Челябинская область,,
Уральский,Челябинская область,Куса,сухая,Челябинская область,,
Уральский,Челябинская область,Кыштым,сухая,Челябинская область,,
Уральский,Челябинская область,Магнитогорск,сухая,Челябинская область,,
Уральский,Челябинская область,Миасс,сухая,Челябинская область,,
Уральский,Челябинская область,Миньяр,сухая,Челябинская область,,
Уральский,Челябинская область,Нязепетровск,сухая,Челябинская область,,
Уральский,Челябинская область,Озёрск,сухая,Челябинская область,,
Уральский,Челябинская область,Пласт,сухая,Челябинская область,,
Уральский,Челябинская область,Сатка,сухая,Челябинская область,,
Уральский,Челябинская область,Сим,сухая,Челябинская область,,
Уральский,Челябинская область,Снежинск,сухая,Челябинская область,,
Уральский,Челябинская область,Трёхгорный,сухая,Челябинская область,,
Уральский,Челябинская область,Троицк,сухая,Челябинская область,,
Уральский,Челябинская область,Усть-Катав,сухая,Челябинская область,,
Уральский,Челябинская область,Чебаркуль,сухая,Челябинская область,,
Уральский,Челябинская область,Челябинск,сухая,Челябинская область,,
Уральский,Челябинская область,Южноуральск,сухая,Челябинская область,,
Уральский,Челябинская область,Юрюзань,сухая,Челябинская область,,
Уральский,Тюменская область,Заводоуковск,сухая,Тюменская область (без ХМАО и ЯНАО),,
Уральский,Тюменская область,Ишим,сухая,Тюменская область (без ХМАО и ЯНАО),,
Уральский,Тюменская область,Тобольск,сухая,Тюменская область (без ХМАО и ЯНАО),,
Уральский,Тюменская область,Тюмень,сухая,Тюменская область (без ХМАО и ЯНАО),,
Уральский,Тюменская область,Ялуторовск,сухая,Тюменская область (без ХМАО и ЯНАО),,
Уральский,Свердловская область,Екатеринбург,сухая,Свердловская область,,
Уральский,Свердловская область,Алапаевск,сухая,Свердловская область,,
Уральский,Свердловская область,Арамиль,сухая,Свердловская область,,
Уральский,Свердловская область,Артёмовский,сухая,Свердловская область,,
Уральский,Свердловская область,Асбест,сухая,Свердловская область,,
Уральский,Свердловская область,Берёзовский,сухая,Свердловская область,,
Уральский,Свердловская область,Богданович,сухая,Свердловская область,,
Уральский,Свердловская область,Верхний Тагил,сухая,Свердловская область,,
Уральский,Свердловская область,Верхняя Пышма,сухая,Свердловская область,,
Уральский,Свердловская область,Верхняя Салда,сухая,Свердловская область,,
Уральский,Свердловская область,Верхняя Тура,сухая,Свердловская область,,
Уральский,Свердловская область,Верхотурье,сухая,Свердловская область,,
Уральский,Свердловская область,Волчанск,сухая,Свердловская область,,
Уральский,Свердловская область,Дегтярск,сухая,Свердловская область,,
Уральский,Свердловская область,Заречный,сухая,Свердловская область,,
Уральский,Свердловская область,Ивдель,сухая,Свердловская область,,
Уральский,Свердловская область,Ирбит,сухая,Свердловская область,,
Уральский,Свердловская область,Каменск-Уральский,сухая,Свердловская область,,
Уральский,Свердловская область,Камышлов,сухая,Свердловская область,,
Уральский,Свердловская область,Карпинск,сухая,Свердловская область,,
Уральский,Свердловская область,Качканар,сухая,Свердловская область,,
Уральский,Свердловская область,Кировград,сухая,Свердловская область,,
Уральский,Свердловская область,Краснотурьинск,сухая,Свердловская область,,
Уральский,Свердловская область,Красноуральск,сухая,Свердловская область,,
Уральский,Свердловская область,Красноуфимск,сухая,Свердловская область,,
Уральский,Свердловская область,Кушва,сухая,Свердловская область,,
Уральский,Свердловская область,Лесной,сухая,Свердловская область,,
Уральский,Свердловская область,Михайловск,сухая,Свердловская область,,
Уральский,Свердловская область,Невьянск,сухая,Свердловская область,,
Уральский,Свердловская область,Нижние Серги,сухая,Свердловская область,,
Уральский,Свердловская область,Нижний Тагил,сухая,Свердловская область,,
Уральский,Свердловская область,Нижняя Салда,сухая,Свердловская область,,
Уральский,Свердловская область,Нижняя Тура,сухая,Свердловская область,,
Уральский,Свердловская область,Новая Ляля,сухая,Свердловская область,,
Уральский,Свердловская область,Новоуральск,сухая,Свердловская область,,
Уральский,Свердловская область,Первоуральск,сухая,Свердловская область,,
Уральский,Свердловская область,Полевской,сухая,Свердловская область,,
Уральский,Свердловская область,Ревда,сухая,Свердловская область,,
Уральский,Свердловская область,Реж,сухая,Свердловская область,,
Уральский,Свердловская область,Североуральск,сухая,Свердловская область,,
Уральский,Свердловская область,Серов,сухая,Свердловская область,,
Уральский,Свердловская область,Среднеуральск,сухая,Свердловская область,,
Уральский,Свердловская область,Сухой Лог,сухая,Свердловская область,,
Уральский,Свердловская область,Сысерть,сухая,Свердловская область,,
Уральский,Свердловская область,Тавда,сухая,Свердловская область,,
Уральский,Свердловская область,Талица,сухая,Свердловская область,,
Уральский,Свердловская область,Туринск,сухая,Свердловская область,,
Уральский,Курганская область,Далматово,сухая,Курганская область,,
Уральский,Курганская область,Катайск,сухая,Курганская область,,
Уральский,Курганская область,Курган,сухая,Курганская область,,
Уральский,Курганская область,Куртамыш,сухая,Курганская область,,
Уральский,Курганская область,Макушино,сухая,Курганская область,,
Уральский,Курганская область,Петухово,сухая,Курганская область,,
Уральский,Курганская область,Шадринск,сухая,Курганская область,,
